Cluster,Reuse,Length,Group,Blast_text,Node,ID
cluster_745,reuse,58,groupO2,ivevo non nel presente soltanto ma anche per il mio passat,1008840___1_49,1008840
cluster_747,reuse,56,groupO2, di fronte alle difficoltà  l Azzardo rapisce anche Mat,1008842___18_60,1008842
cluster_747,reuse,56,groupO2, di fronte alle difficoltà l Azzardo rapisce anche Mat,1008843___18_60,1008843
cluster_749,reuse,28,groupO2,ÈPÔT DE ROULETTES DE PRÈCISIO,1008845___1_23,1008845
cluster_750,reuse,68,groupO2, subito acquistavo la coscienza la certezza che avrei vinto e vincev,1008846___1_51,1008846
cluster_751,reuse,68,groupO2,a certezza che avrei vinto e vince,1008857___1_27,1008857
cluster_753,reuse,105,groupO2,cappai come un daino ma più per sfuggire a me stesso per non rimanere neanche un minuto a tu per tu con m,1008849___1_78,1008849
cluster_757,reuse,84,groupO2,i sa quanto mi ci sarei divertito se non avessi avuto quella maledetta cosa di pagli,1008852___1_66,1008852
cluster_759,reuse,41,groupO2,h via come sei sciocchina si fa per rider,1008855___1_31,1008855
cluster_761,reuse,31,groupO2,on fosse in fondo che un inganno co,1008863___1_27,1008863
cluster_764,reuse,48,groupO2,i veniva di sorridere così di tutto e a ogni cos,1008866___10_45,1008866
cluster_765,reuse,29,groupO2,n giorno però non feci a temp,1008867___1_22,1008867
cluster_769,reuse,10,groupO2,pprensione,1008871___1_12,1008871
cluster_771,reuse,51,groupO2,n lo spolvero che vola per aria e lo veste di farin,1008872___1_41,1008872
cluster_772,reuse,102,groupO2,n l obbligo però che nessuno possa aprirlo se non 50 anni dopo la mia terza ultima definitiva mort,1008873___1_75,1008873
cluster_773,reuse,53,groupO2,veva recato come in offerta votiva tante mani,1008874___37_74,1008874
cluster_775,reuse,69,groupO2,ante quante volte non le guardai gli occhi per vedere se avesse piant,1008889___1_54,1008889
cluster_776,reuse,70,groupO2,on aveva più nulla lui da dare alla moglie neppure un briciolo di cuor,1008890___1_54,1008890
cluster_777,reuse,91,groupO2,l che vuol dire in fondo che noi anche oggi crediamoche la luna non stia per altro nel ciel,1008891___1_67,1008891
cluster_778,reuse,32,groupO2,a accendere una lampadina di fed,1008892___44_70,1008892
cluster_782,reuse,17,groupO2,ummo due sciopera,1008903___28_43,1008903
cluster_785,reuse,88,groupO2,rassi un interminabile respiro dei sollievo come se mi fossi tolto un macigno di sul pett,1008908___1_72,1008908
cluster_786,reuse,20,groupO2,e fare intanto Nient,1008909___1_19,1008909
cluster_788,reuse,31,groupO2, ora concentriamoci signori mie,1008910___1_25,1008910
cluster_789,reuse,54,groupO2, erano forse una cosa sola ansiosa rabbia rabbiosa ansi,1008911___11_53,1008911
cluster_790,reuse,17,groupO2,tupido Vattene vi,1008913___1_17,1008913
cluster_797,reuse,64,groupO1, mi proponevo di trarmi in disparte quanto più mi fosse possibil,1008918___1_52,1008918
cluster_797,reuse,64,groupO1, mi proponevo di trarmi in disparte quanto più mi fosse possibil,1008934___1_52,1008934
cluster_799,reuse,21,groupO1,oi ripeto non me l as,1008921___65_82,1008921
cluster_799,reuse,21,groupO1,oi ripeto non me l as,1008922___65_82,1008922
cluster_804,reuse,67,groupO1,me mi ero illuso che potesse vivere un tronco reciso dalle sue radi,1008932___1_54,1008932
cluster_805,reuse,35,groupO1,ivo per la morte e morto per la vit,1008942___5_33,1008942
cluster_806,reuse,25,groupO1,dono quello che tu sembri,1008945___7_26,1008945
cluster_807,reuse,30,groupO2,a vista del mio nome non mi ral,1008952___14_39,1008952
cluster_807,reuse,30,groupO2,a vista del mio nome non mi ral,1008953___12_37,1008953
cluster_810,reuse,38,groupO2,ra la luna e pareva giorn,1008954___1_21,1008954
cluster_811,reuse,40,groupO2,on provai alcuna gioia nel riveder la lu,1008955___10_42,1008955
cluster_813,reuse,47,groupO2,ovinezza spensierata con rimorsi del passat,1008959___1_39,1008959
cluster_814,reuse,23,groupO2,l giorno appresso all,1008960___1_19,1008960
cluster_816,reuse,57,groupO2,ella pallottola d avorio correndo graziosa pareva giocass,1008967___15_62,1008967
cluster_819,reuse,32,groupO2,alinconia la festa di Natal,1008968___11_34,1008968
cluster_822,reuse,23,groupO2, di fa una particolar,1008969___16_33,1008969
cluster_824,reuse,18,groupO2, Lontano da Miragn,1008971___12_27,1008971
cluster_828,reuse,42,groupO2,on gli bastò l animo di guardarmi in facci,1008973___1_30,1008973
cluster_833,reuse,14,groupO2,aranta giorni a,1008975___1_14,1008975
cluster_836,reuse,63,groupO2,ntro l umanità c è Guendalina che butta il vino dalla finestr,1008984___24_69,1008984
cluster_840,reuse,108,groupO2, papi ne avevano fatto un acquasantiera noi italiani ne abbiamo fatto a modo nostro un portacener,1008988___5_82,1008988
cluster_841,reuse,31,groupO2,i sono io Bisogna che ci pens,1008989___1_21,1008989
cluster_842,reuse,56,groupO2,a Scolastica si è tolta lo scialletto ho t,1008990___16_47,1008990
cluster_847,reuse,84,groupO2,ovevo trarmi in disparte quanto più possibile e sfuggire ad ogni intimità e conten,1008991___1_63,1008991
cluster_849,reuse,81,groupA,driana accanto a me era la vita che aspetta un bacio per schiudersi alla gioi,1008993___1_58,1008993
cluster_850,reuse,27,groupA, nulla avrei potuto adattarm,1008998___19_44,1008998
cluster_5,reuse,27,groupA, Eh caro mio Io sono il fu Mattia Pasca,1009772___29_58,1009772
cluster_5,reuse,27,groupA,ersalmente umano il fu Mattia Pasca,1009811___26_56,1009811
cluster_5,reuse,27,groupB, cancellare il passato è un ombra che ti segu,1009999___7_38,1009999
cluster_5,reuse,27,groupB, cancellare il passato è un ombra che ti segu,1010000___7_38,1010000
cluster_7,reuse,86,groupA,rto ero stato un uomo misteriosissimo non un amico non una lettera mai da nessuna part,1009005___1_72,1009005
cluster_10,reuse,87,groupA,m altro è il giorno altro la notte Così forse una cosa siamo noi di giorno altra di nott,1009010___1_66,1009010
cluster_10,reuse,87,groupA,m altro è il giorno altro è nottte così forte siamo noi di giorno altra di notte I,1009532___1_61,1009532
cluster_10,reuse,87,groupA,m è altro è il giorno altro la notte così forse una cosa siamo noi di giorno altra di nott,1009533___1_66,1009533
cluster_13,reuse,12,groupA, il lanternin,1009011___3_15,1009011
cluster_22,reuse,39,groupA,on andare incontro a nuovi e più aspri,1009019___38_68,1009019
cluster_23,reuse,15,groupA, dell impossibi,1009021___51_64,1009021
cluster_26,reuse,48,groupA,sso fors anche perchè sentiva che non poteva sta,1009023___28_65,1009023
cluster_27,reuse,48,groupA,e di dare sfogo all animo co,1009638___29_50,1009638
cluster_27,reuse,48,groupA,e di dare sfogo all animo co,1009639___31_52,1009639
cluster_27,reuse,48,groupA,e di dare uno sfogo all animo co,1009640___31_55,1009640
cluster_29,reuse,55,groupA, di nuovo per le strade senza meta senza scopo nel vuot,1009026___1_45,1009026
cluster_30,reuse,55,groupA,vò per le strade di Roma inca,1009074___15_37,1009074
cluster_32,reuse,57,groupA,ava di Adriano Meis il cappello il bastone e d il cu,1009027___24_63,1009027
cluster_32,reuse,57,groupA,a tutto lì Adriano Meis in quel cappello in quel baston,1009561___2_43,1009561
cluster_36,reuse,22,groupA,estava di Mattia Pasca,1009028___10_29,1009028
cluster_36,reuse,22,groupO1,estava di Mattia Pasca,1009194___10_29,1009194
cluster_36,reuse,22,groupA,estava di Mattia Pasca,1009555___10_29,1009555
cluster_36,reuse,22,groupB,emessa di Mattia Pasca,1009840___4_23,1009840
cluster_38,reuse,22,groupA, Mattia Pascal morto d,1009620___18_36,1009620
cluster_38,reuse,22,groupA, Mattia Pascal morto d,1009621___18_36,1009621
cluster_38,reuse,22,groupA,e Mattia Pascal morto di qua a Roma come Adriano M,1009622___17_55,1009622
cluster_38,reuse,22,groupA, Mattia Pascal morto d,1009784___18_36,1009784
cluster_43,reuse,107,groupA,ingermi col pensiero il mare tenebroso e palpitante in cui quelle acque dopo tanta corsa andavano a perders,1009033___1_84,1009033
cluster_45,reuse,66,groupA,o respiro affannato ricordai quel che era stato della mia nuova vit,1009036___35_89,1009036
cluster_47,reuse,44,groupA,a testa di un ombra o dell ombra di una test,1009037___32_65,1009037
cluster_47,reuse,44,groupA,a testa di un ombra e non l ombra d una test,1009486___49_81,1009486
cluster_49,reuse,38,groupA,ostro e intimo sentimento mutabil,1009038___52_81,1009038
cluster_50,reuse,24,groupA,rimo bacio di Adriano Mei,1009046___16_36,1009046
cluster_50,reuse,24,groupB,l nome di Adriano Meis M,1009946___34_54,1009946
cluster_53,reuse,24,groupO1,a mano di Adrian,1009221___12_26,1009221
cluster_53,reuse,24,groupO1,a mano di Adriana al,1009321___7_24,1009321
cluster_53,reuse,24,groupB,a mano di Adrian,1009464___15_29,1009464
cluster_53,reuse,24,groupA,a mano di Adriana ch,1009742___12_28,1009742
cluster_56,reuse,69,groupA,driana e gliela chiusi gradualmente per infonderle calore e fiduci,1009047___21_74,1009047
cluster_57,reuse,69,groupA,me per infonderle calore e col calore la fiducia che tutto adesso sarebbe p,1009536___1_57,1009536
cluster_59,reuse,21,groupA, con la mano di Adrian,1009048___19_36,1009048
cluster_61,reuse,30,groupA,uso per sempre dalla vita senz,1009049___11_37,1009049
cluster_61,reuse,30,groupB,nsiderarmi fuori dalla vita senz,1009403___39_68,1009403
cluster_61,reuse,30,groupA,uso per sempre dalla vita senz,1009577___11_37,1009577
cluster_62,reuse,30,groupO1,empre dalla vita se,1009222___18_35,1009222
cluster_62,reuse,30,groupA,empre dalla vita se,1009578___18_35,1009578
cluster_62,reuse,30,groupB,empre nella vita che,1009926___36_53,1009926
cluster_64,reuse,30,groupO1,to ha la possibilità di,1009289___42_60,1009289
cluster_66,reuse,48,groupA,e cioè sentire e vivere il dolore dell altro co,1009052___11_47,1009052
cluster_68,reuse,56,groupA, schiacciarmi il cuore o la testa sarei rimasto zitto L ombra di un,1009060___21_71,1009060
cluster_69,reuse,24,groupA,erchè credere profondament,1009061___46_68,1009061
cluster_70,reuse,74,groupA,a strinsi tra le braccia le nostre anime e i nostri corpi di,1009064___1_46,1009064
cluster_70,reuse,74,groupA,a strinsi fra le braccia e le promisi che avrei fatto com ella vo,1009123___20_68,1009123
cluster_70,reuse,74,groupA, la strinsi fra le braccia non pensai più al denaro rubato vedendola soffrire così sma,1009777___2_67,1009777
cluster_72,reuse,90,groupA, amore mi toglieva il coraggio di distruggere le speranze di lei e la mia stess,1009069___1_60,1009069
cluster_73,reuse,90,groupO1,zione che non a caso viene paragonata a quella di un frutto,1009218___32_77,1009218
cluster_73,reuse,90,groupO1,arionetta d Oreste sconcertata dal,1009261___14_43,1009261
cluster_73,reuse,90,groupO1,e marionette d Oreste viene paragonata alla vita di Papiano senz,1009262___12_66,1009262
cluster_73,reuse,90,groupB,e marionette possono,1009433___5_24,1009433
cluster_74,reuse,85,groupA, era tale in quei momenti la gioia che mi procurava la libertà indisturbata del buio Fr,1009076___2_66,1009076
cluster_74,reuse,85,groupA,ra tale in quei momenti la gioja che mi provocava la libertà indisturbata nel buj,1009560___1_61,1009560
cluster_75,reuse,72,groupA, che fare dunqueAndarmene viaE doveE AdrianaMa che potevo fare io per le,1009077___9_67,1009077
cluster_76,reuse,12,groupA,i addormenta,1009079___1_13,1009079
cluster_77,reuse,12,groupA,l giorno appresso aprii le f,1009736___1_24,1009736
cluster_79,reuse,67,groupA, che avrei potuto vivere per sempre con Adriana ma la mia storia,1009081___11_62,1009081
cluster_79,reuse,67,groupO1, come avrei potuto io portarla nel vuoto della mia sorte e farla com,1009153___15_69,1009153
cluster_79,reuse,67,groupA,o no E come avrei potuto più vivere Come sopportar la mia vita no no basta basta mi ferma,1009626___1_68,1009626
cluster_81,reuse,67,groupA,i ero illuso che potesse vivere,1009490___9_35,1009490
cluster_81,reuse,67,groupA,i ero illuso che potesse vivere,1009535___4_30,1009535
cluster_81,reuse,67,groupA,i ero illuso che potesse vivere,1009568___9_35,1009568
cluster_83,reuse,18,groupA,i aveva preso in s,1009082___33_48,1009082
cluster_85,reuse,42,groupA, o essere quello che hai sempre desider,1009090___42_73,1009090
cluster_86,reuse,15,groupA,a la solitudin,1009091___15_28,1009091
cluster_89,reuse,38,groupA,ella confusione e nel trambusto per la ri,1009099___25_58,1009099
cluster_90,reuse,74,groupA,no si ha la tirannia più balorda e odiosa la tirannia mascherata da liber,1009100___17_74,1009100
cluster_94,reuse,19,groupA,o mi aveva promesso,1009104___5_22,1009104
cluster_97,reuse,19,groupA,o io Mattia Pascal,1009661___24_39,1009661
cluster_97,reuse,19,groupA,o io Mattia Pascal Sono io Non sono m,1009745___1_30,1009745
cluster_97,reuse,19,groupA,o io Mattia Pascal Sono io Non son,1009762___28_55,1009762
cluster_97,reuse,19,groupA,o io Mattia Pascal L,1009808___24_40,1009808
cluster_98,reuse,19,groupA, tornavo a esser vivo a esser io io Mattia Pascal IIcstr,1009516___2_46,1009516
cluster_98,reuse,19,groupA,ornavo essere vivo a essere io io Mattia Pascal Lo avrei gridato forte a tutt,1009517___3_65,1009517
cluster_99,reuse,63,groupA,arei stato molto più crudele se l avessi fatta precipitare nell a,1009111___1_53,1009111
cluster_101,reuse,42,groupA,amo di giorno abbagliati dal frastuono del,1009115___52_85,1009115
cluster_103,reuse,20,groupA,a per vendicarsi e l,1009116___19_35,1009116
cluster_106,reuse,77,groupA, non potevo vendicarmi di loro invece d uccidermiChi stavo per uccidereUn mort,1009119___27_87,1009119
cluster_106,reuse,77,groupO1, non potevo io vendicarmi di loro Chi stavo io per uccidere Un mort,1009364___28_79,1009364
cluster_107,reuse,39,groupA, accesso all amore deve necessariamente,1009121___19_51,1009121
cluster_109,reuse,38,groupA,te riflessioni che si,1009122___11_29,1009122
cluster_111,reuse,38,groupB,a quelle riflession,1009440___54_71,1009440
cluster_115,reuse,38,groupO1,ntino smarrito nell universo Una nulli,1009124___31_65,1009124
cluster_116,reuse,69,groupO1,r raggiungere la vera libertà nella chiesetta di S Maria LiberaleT,1009126___33_83,1009126
cluster_118,reuse,50,groupO1,re colpi secchi e sodi risonarono nel mezzo di ess,1009128___1_40,1009128
cluster_120,reuse,120,groupO1, cerchiamo piuttosto d inseguire per ispasso le lucciole che sarebbero i nostri lanternini bel bujo della sorte uman,1009129___1_90,1009129
cluster_122,reuse,41,groupO1, costo di riprendersi la moglie Mattia torna a Miragn,1009131___1_43,1009131
cluster_128,reuse,79,groupO1, noi uomini è toccato un tristo privilegio quello di sentirci vivere,1009134___1_53,1009134
cluster_128,reuse,79,groupB, noi uomini invece nascendo è toccare un tristo privilegio quello di sentirci viver,1009459___1_64,1009459
cluster_130,reuse,69,groupO1,o Mattia si stabilisce dalla zia e si definisce il fu Mattia Pasca,1009135___14_65,1009135
cluster_132,reuse,69,groupB,astra d immagine del fu Mattia Pasca,1009451___52_81,1009451
cluster_132,reuse,69,groupA, chi siete io sono il fu Mattia Pasca,1009600___22_50,1009600
cluster_148,reuse,38,groupO1,h un pajo d ali Come mi sentivo legger,1009154___1_29,1009154
cluster_151,reuse,77,groupO1,vevo già effettivato da capo a piedi la mia trasformazione esteriore parevo p,1009157___1_64,1009157
cluster_153,reuse,44,groupO1,onette che possono prender gusto alla comme,1009158___10_45,1009158
cluster_154,reuse,44,groupA,ate le marionette perchè non hanno perplessità nè ritegn,1009704___1_45,1009704
cluster_154,reuse,44,groupA,ate le marionette sospirai su le cui teste di legno il finto cielo si conserva senza strapp,1009705___1_73,1009705
cluster_154,reuse,44,groupA,ate le marionette sospirai su le cui teste di legno il finto cielo si conserva senza strapp,1009706___1_73,1009706
cluster_154,reuse,44,groupA,ate le marionette su le cui teste di legno il finto cielo si conserva senza strapp,1009707___1_65,1009707
cluster_155,reuse,16,groupO1,prendo le bracci,1009162___12_24,1009162
cluster_158,reuse,84,groupO1,e colpa ha lui se io poi ingrato e sconoscente andai a guastargli le uova nel panier,1009163___1_64,1009163
cluster_159,reuse,30,groupO1, volle un pezzo prima ch io po,1009164___1_24,1009164
cluster_159,reuse,30,groupA, volle un pezzo prima ch io sm,1009531___1_24,1009531
cluster_161,reuse,30,groupB,ll improvviso dalle persone da cui meno lo attendere,1009370___15_59,1009370
cluster_163,reuse,80,groupO1,me puoi tu pretendere mio caro Adriano che qualche donna s innamori di t,1009165___1_57,1009165
cluster_164,reuse,91,groupO1,me sè quella notizia così irritante nella sua laconicità poteva anche per me essere ver,1009166___1_67,1009166
cluster_164,reuse,91,groupO1,me se quella notizia così irritante nella sua laconicità poteva anche per me essere ver,1009167___1_68,1009167
cluster_168,reuse,22,groupO1, ridere di tutte le sue,1009170___33_52,1009170
cluster_168,reuse,22,groupB,idere su tutte le mie,1009424___30_48,1009424
cluster_171,reuse,13,groupO1,to il pensier,1009171___34_46,1009171
cluster_172,reuse,13,groupA,to il pensiero s,1009615___27_41,1009615
cluster_173,reuse,13,groupA, il pensiero de,1009715___7_20,1009715
cluster_173,reuse,13,groupA, il pensiero de,1009716___7_20,1009716
cluster_173,reuse,13,groupA, il pensiero de,1009717___7_20,1009717
cluster_173,reuse,13,groupA, il pensiero de,1009718___7_20,1009718
cluster_174,reuse,25,groupO1,bbandona definitivamente l,1009172___32_55,1009172
cluster_174,reuse,25,groupO1,icamente e definitivament,1009301___62_85,1009301
cluster_174,reuse,25,groupO1,icamente e definitivament,1009302___62_85,1009302
cluster_175,reuse,25,groupO1, definitiva morte,1009181___47_63,1009181
cluster_175,reuse,25,groupO1, definitiva morte di Matt,1009225___2_24,1009225
cluster_175,reuse,25,groupO1,efinitiva morte indica la mo,1009250___15_39,1009250
cluster_175,reuse,25,groupO1,efinitiva morte indica la mo,1009251___15_39,1009251
cluster_179,reuse,50,groupO1,a terza ultima e definitiva mort,1009173___3_31,1009173
cluster_183,reuse,48,groupO1,ino illumina le sedute c è anche un lanternino den,1009177___14_53,1009177
cluster_183,reuse,48,groupO1,o di noi possiede dentro di sè un lanternino che,1009337___4_42,1009337
cluster_184,reuse,48,groupA,unto come un lanternino che ciascuno di noi,1009728___48_81,1009728
cluster_185,reuse,48,groupO1,a è come un lanternino a,1009224___17_35,1009224
cluster_187,reuse,48,groupB,e delle sue astrazioni il signor Anselmo,1009452___17_51,1009452
cluster_187,reuse,48,groupA,mo noi secondo il signor Anselmo in relaz,1009635___8_41,1009635
cluster_187,reuse,48,groupA,l signor Anselmo lasciava spesso precipita,1009713___37_72,1009713
cluster_188,reuse,84,groupO1,alle vette nuvolose delle sue astrazioni il signor Anselmo lasciava spesso precipitar così i suo,1009179___1_79,1009179
cluster_188,reuse,84,groupA,alle vette nuvolose delle sue astrazioni lasciava spesso precipitar così come valanghe i suoi pensier,1009714___1_83,1009714
cluster_190,reuse,68,groupO1,iciamo allora che la donna è anche più coraggiosa dell uomo signorin,1009180___1_50,1009180
cluster_195,reuse,15,groupO1,i parvero tropp,1009183___18_32,1009183
cluster_197,reuse,15,groupO1,urante le sedute spiritiche avvengono,1009185___1_33,1009185
cluster_197,reuse,15,groupO1,urante la seduta spiritica è stato l elemento definitivo d,1009207___24_72,1009207
cluster_197,reuse,15,groupO1,edute spiritiche che danno l,1009325___28_51,1009325
cluster_197,reuse,15,groupA, sedute spiritiche continuano e in una di queste Matti,1009758___2_45,1009758
cluster_199,reuse,52,groupO1, chi aveva fiatato Chi Il tavolino Quattro colpi buj,1009186___1_40,1009186
cluster_200,reuse,38,groupO1,edi Tu non puoi ottener nulla negand,1009187___7_37,1009187
cluster_201,reuse,89,groupO1,e la natura ci parla e ci fa cogliere un senso nelle sue voci misteriose una rispost,1009188___11_75,1009188
cluster_202,reuse,83,groupO1, il prototipo di queste marionette caro signor Adelmo voi l avete in casa ed è il vostro indegno genero Pa,1009189___1_81,1009189
cluster_202,reuse,83,groupO1,l prototipo di quelle marionette è Papiano poichè la vita per l,1009213___1_50,1009213
cluster_203,reuse,36,groupO1,me se volesse aiutarlo e magari sorprende,1009190___43_78,1009190
cluster_204,reuse,99,groupO1, ora io dopo un anno e più di forzato silenzio provavo un gran piacere a parlare a parlare ogni ser,1009191___1_77,1009191
cluster_205,reuse,91,groupO1,cco qua tutto quello che aveva rubato al padre egli lo avrebbe rimesso al figlio nascitur,1009192___1_65,1009192
cluster_205,reuse,91,groupO1,cco qua tutto quello che aveva rubato al padre egli lo avrebbe rimesso al figliuolo nascitur,1009193___1_68,1009193
cluster_207,reuse,22,groupO1,d ora ecco Adriano Meis s,1009195___1_20,1009195
cluster_209,reuse,22,groupB,driano Meis,1009432___52_63,1009432
cluster_210,reuse,77,groupO1,ppure la scienza pensavo ha l illusione di render più facile l esistenz,1009196___1_58,1009196
cluster_212,reuse,37,groupO1,orse per questo allora le donn,1009197___36_61,1009197
cluster_212,reuse,37,groupO1,orse per questo le donne mi amavano nonostante quel,1009201___1_43,1009201
cluster_212,reuse,37,groupO1,orse per questo le donne m,1009342___63_84,1009342
cluster_213,reuse,21,groupO1,el mio passato e con l,1009198___24_41,1009198
cluster_217,reuse,111,groupO1,ro morto non avevo più debiti non avevo più moglie non avevo più suocera nessuno Libero Che cercavo di p,1009199___1_77,1009199
cluster_222,reuse,32,groupO1,an buio e gran confusione a chi do,1009203___1_25,1009203
cluster_224,reuse,13,groupO1,ltri tavolier,1009204___11_24,1009204
cluster_225,reuse,70,groupO1,l denaro Ritrovato Davvero Ah Dio sia lodato Esclamò levando le bracci,1009205___1_56,1009205
cluster_228,reuse,70,groupA,a seduta spiritica serve a provarci con le ragazze,1009754___1_40,1009754
cluster_228,reuse,70,groupA, la seduta spiritica sia una frode  Nel corso di una seduta Ma,1009775___27_75,1009775
cluster_229,reuse,15,groupO1,a notte perpetu,1009208___57_71,1009208
cluster_232,reuse,15,groupO1,l mio matrimonio i,1009211___1_17,1009211
cluster_236,reuse,20,groupO1,o fu per il momento,1009214___13_29,1009214
cluster_236,reuse,20,groupB,anchè per il momento,1009390___1_17,1009390
cluster_236,reuse,20,groupA,o fu per il momento s,1009572___13_30,1009572
cluster_242,reuse,20,groupO1,eatrino di marionett,1009216___3_22,1009216
cluster_242,reuse,20,groupO1,eatrino di marionett,1009217___3_22,1009217
cluster_245,reuse,103,groupO1,ntesi in quello schianto il rimorso ch egli doveva provare per il fratello di cui si era servit,1009220___1_75,1009220
cluster_250,reuse,49,groupO1,a coscienza come guida non basta in essa esiste una r,1009223___1_40,1009223
cluster_252,reuse,33,groupO1,a febbre del giuoco prese anche m,1009226___1_24,1009226
cluster_254,reuse,21,groupO1,el lanternino aiuta A,1009227___8_27,1009227
cluster_267,reuse,46,groupO1, uomo non lo sapeva era come se non girass,1009246___42_74,1009246
cluster_273,reuse,47,groupO1,trino delle marionette d Orest,1009252___29_56,1009252
cluster_276,reuse,17,groupO1, di Mattia Pasca,1009254___50_63,1009254
cluster_276,reuse,17,groupB,io di Mattia Pasca,1009395___6_21,1009395
cluster_281,reuse,29,groupO1,sce a guardarlo oltre i limit,1009263___16_39,1009263
cluster_284,reuse,18,groupO1, una finestra sull,1009264___23_39,1009264
cluster_286,reuse,34,groupO1,a quella era la notte degl incontr,1009267___1_27,1009267
cluster_288,reuse,52,groupO1,cquistava la coscienza e la certezza che avrebbe vinto,1009270___7_46,1009270
cluster_289,reuse,44,groupO1,ella morte di quell uomo per farlo riviver,1009271___16_51,1009271
cluster_294,reuse,32,groupO1, infatti portava degli occhiali p,1009273___23_49,1009273
cluster_296,reuse,33,groupO1,ante altre parti della sua person,1009274___46_75,1009274
cluster_297,reuse,17,groupO1,a notizia della s,1009276___11_26,1009276
cluster_304,reuse,14,groupO1, della roulett,1009282___29_42,1009282
cluster_304,reuse,14,groupO1, della roulett,1009283___29_42,1009283
cluster_304,reuse,14,groupO1, della roulett,1009338___34_47,1009338
cluster_308,reuse,22,groupO1,ranceceso Meis diTorin,1009287___33_52,1009287
cluster_309,reuse,22,groupO1,o nessuno si ricordava più d,1009327___6_28,1009327
cluster_309,reuse,22,groupA,o nessuno si ricordava più d,1009624___6_28,1009624
cluster_309,reuse,22,groupA,o nessuno si ricordava più d,1009625___6_28,1009625
cluster_309,reuse,22,groupA,o nessuno si ricordava più d,1009709___21_43,1009709
cluster_313,reuse,49,groupO1,attia lascia il suo occhio libero di guardare dov,1009297___1_38,1009297
cluster_316,reuse,25,groupO1,ndo Maledetto sia Coperni,1009300___28_50,1009300
cluster_318,reuse,18,groupO1, e tornare a Miragn,1009305___42_57,1009305
cluster_322,reuse,59,groupO1,sciando su di un ponte un biglietto con scritto Adriano Mei,1009315___37_82,1009315
cluster_323,reuse,31,groupO1,i buttai su la poltrona mi sen,1009318___1_25,1009318
cluster_325,reuse,127,groupO1,i cacciai in capo il provvidenziale berrettino da viaggio e via cercando l ombra come un ladro senza volgermi addietr,1009319___1_88,1009319
cluster_327,reuse,118,groupO1,i è avvenuto di provare al bujo nel silenzio una strana meraviglia uno strano impaccio al ricordo di qualche cosa fatt,1009320___1_91,1009320
cluster_329,reuse,118,groupA,i chinai a cercare la bocca di lei e così il primo bacio bacio lungo e muto fu scambiato tra,1009648___14_73,1009648
cluster_329,reuse,118,groupA,i chinai a cercar la bocca di lei e così il primo bacio bacio lungo e muto fu scambiato fra,1009780___1_59,1009780
cluster_329,reuse,118,groupA,i chinai a cercar la bocca di lei e così il primo bacio bacio lungo e muto fu scambiato fra n,1009781___1_60,1009781
cluster_329,reuse,118,groupA,i chinai a cercare la bocca di lei e cosi il primo bacio bacio lungo e mut,1009782___1_48,1009782
cluster_331,reuse,43,groupO1,i stringo nelle spalle socchiudo gli occhi e gli rispondo,1009322___1_43,1009322
cluster_331,reuse,43,groupO1,i stringo nelle spalle socchiudo gli occhi e gli rispondo,1009323___1_43,1009323
cluster_331,reuse,43,groupA,i stringo nelle spalle socchiudo gli occhi e rispon,1009616___1_39,1009616
cluster_331,reuse,43,groupA,i stringo nelle spalle e rispondo Eh caro mio Io sono il Fu Mattia Pasca,1009769___30_86,1009769
cluster_332,reuse,100,groupO1,i svolse una sua concezione filosofica speciosissima che si potrebbe forse chiamare lanterninosofi,1009324___1_80,1009324
cluster_334,reuse,72,groupO1,o certi disgraziati la cui passione del giuoco ha sconvolto il loro cervell,1009326___19_76,1009326
cluster_341,reuse,75,groupO1,cchi d uno strano color verde cupi intensi ombreggiati da lunghissime cigli,1009334___1_56,1009334
cluster_341,reuse,75,groupO1,cchi d uno strano color verde cupi intensi ombreggiati da lunghissime cigli,1009335___1_56,1009335
cluster_345,reuse,75,groupO1,n lanternino che ci fa vedere,1009365___1_24,1009365
cluster_345,reuse,75,groupO1,n lanternino ch,1009366___1_14,1009366
cluster_345,reuse,75,groupO1,n lanternino ch,1009367___1_14,1009367
cluster_347,reuse,63,groupO1,ra come risponder coi fatti alla promessa Potevo far mia Adrian,1009339___1_53,1009339
cluster_351,reuse,18,groupO1,er la seconda volt,1009347___1_16,1009347
cluster_352,reuse,76,groupO1,a rivede Romilda rimane ammirato era ridivenuta bella come un tempo e non s,1009348___10_71,1009348
cluster_354,reuse,30,groupO1,itornai sul ponte cheto chinat,1009351___1_26,1009351
cluster_355,reuse,30,groupA,i tremavano le gambe e il cuore mi tempes,1009617___1_32,1009617
cluster_356,reuse,81,groupO1,erchè mi parve adatta a ospitar con indifferenza un forestiere come m,1009352___16_71,1009352
cluster_362,reuse,115,groupO1,entii nello sguardo di quell uomo come una sfida e arrischiai tutto quel che avevo di mio e quel che avevo vint,1009355___1_84,1009355
cluster_363,reuse,15,groupO1,e ripensando al,1009356___54_68,1009356
cluster_364,reuse,21,groupO1,erchè da quando la terr,1009357___17_34,1009357
cluster_368,reuse,34,groupO1,otessi salvarmi cedetti e sposa,1009359___11_38,1009359
cluster_370,reuse,18,groupO1,ra tanti forestier,1009361___1_18,1009361
cluster_373,reuse,25,groupO1,erchè i nostri sentimenti,1009362___14_35,1009362
